Date,Open,High,Low,Close,Adj Close,Volume
2021-04-26,55.470001220703125,56.290000915527344,55.439998626708984,55.68000030517578,47.55385971069336,16083800
2021-04-27,56.0099983215332,56.630001068115234,55.810001373291016,56.40999984741211,48.17731857299805,19278600
2021-04-28,56.90999984741211,58.459999084472656,56.790000915527344,58.11000061035156,49.62921142578125,24729800
2021-04-29,58.91999816894531,59.47999954223633,58.150001525878906,58.939998626708984,50.338077545166016,27318400
2021-04-30,58.33000183105469,58.88999938964844,57.15999984741211,57.2400016784668,48.886192321777344,30518400
2021-05-03,57.97999954223633,58.9900016784668,57.7400016784668,58.81999969482422,50.235595703125,20509600
2021-05-04,59.0,59.5,58.5099983215332,59.189998626708984,50.55158996582031,23522200
2021-05-05,59.77000045776367,61.04999923706055,59.400001525878906,60.970001220703125,52.071815490722656,31526200
2021-05-06,60.86000061035156,61.63999938964844,60.029998779296875,61.54999923706055,52.567169189453125,26836800
2021-05-07,61.06999969482422,62.470001220703125,60.849998474121094,62.43000030517578,53.3187370300293,33610600
2021-05-10,63.2400016784668,64.0199966430664,62.529998779296875,62.58000183105469,53.44684982299805,31956600
2021-05-11,61.630001068115234,62.38999938964844,60.38999938964844,60.59000015258789,51.74727249145508,34563800
2021-05-12,60.0099983215332,61.68000030517578,59.75,60.040000915527344,52.024559020996094,34426500
2021-05-13,59.0,60.45000076293945,58.75,59.29999923706055,51.38334274291992,24268200
2021-05-14,59.93000030517578,60.880001068115234,59.93000030517578,60.77000045776367,52.657100677490234,20735400
2021-05-17,60.540000915527344,62.25,60.43000030517578,62.189998626708984,53.88751983642578,25282500
2021-05-18,62.0,62.29999923706055,60.400001525878906,60.43000030517578,52.362491607666016,25170800
2021-05-19,59.099998474121094,59.86000061035156,58.41999816894531,58.97999954223633,51.10606384277344,28889800
2021-05-20,58.95000076293945,59.150001525878906,58.2400016784668,58.84000015258789,50.984764099121094,20692500
2021-05-21,59.41999816894531,59.83000183105469,58.849998474121094,58.91999816894531,51.054073333740234,20792700
2021-05-24,59.08000183105469,59.79999923706055,58.689998626708984,59.61000061035156,51.651954650878906,18400300
2021-05-25,59.5,59.540000915527344,58.119998931884766,58.2599983215332,50.4821891784668,25616100
2021-05-26,58.25,59.119998931884766,57.900001525878906,58.939998626708984,51.071407318115234,21698700
2021-05-27,59.22999954223633,59.70000076293945,58.02000045776367,58.560001373291016,50.74213409423828,33556000
2021-05-28,58.72999954223633,58.79999923706055,58.11000061035156,58.369998931884766,50.5775032043457,19246800
2021-06-01,59.45000076293945,60.70000076293945,59.45000076293945,60.459999084472656,52.388484954833984,28474200
2021-06-02,60.75,61.310001373291016,60.16999816894531,60.939998626708984,52.80440139770508,22978300
2021-06-03,60.54999923706055,61.40999984741211,60.349998474121094,61.18000030517578,53.012367248535156,20272800
2021-06-04,61.459999084472656,61.70000076293945,60.779998779296875,61.45000076293945,53.24632263183594,20427800
2021-06-07,61.33000183105469,61.72999954223633,61.02000045776367,61.04999923706055,52.89971923828125,15477900
2021-06-08,61.5,62.47999954223633,60.66999816894531,62.130001068115234,53.83554458618164,28953400
2021-06-09,62.66999816894531,63.41999816894531,62.189998626708984,62.650001525878906,54.28611373901367,29133000
2021-06-10,63.61000061035156,63.97999954223633,62.25,62.75,54.37276840209961,27488700
2021-06-11,63.0099983215332,63.189998626708984,62.13999938964844,62.16999816894531,53.87019348144531,17631700
2021-06-14,62.29999923706055,62.779998779296875,61.56999969482422,62.06999969482422,53.783546447753906,16997200
2021-06-15,62.47999954223633,64.4000015258789,62.349998474121094,64.33000183105469,55.7418327331543,30717100
2021-06-16,64.31999969482422,64.80000305175781,63.560001373291016,64.0999984741211,55.542537689208984,24803200
2021-06-17,63.86000061035156,64.45999908447266,61.27000045776367,61.9900016784668,53.7142219543457,28491800
2021-06-18,61.0,61.54999923706055,60.2400016784668,60.400001525878906,52.33650588989258,39590700
2021-06-21,60.93000030517578,62.70000076293945,60.900001525878906,62.59000015258789,54.234130859375,33145400
2021-06-22,62.849998474121094,64.01000213623047,62.22999954223633,63.790000915527344,55.273921966552734,25140400
2021-06-23,64.05000305175781,64.69999694824219,63.58000183105469,64.26000213623047,55.681182861328125,20701600
2021-06-24,64.1500015258789,64.55999755859375,63.810001373291016,64.5199966430664,55.906463623046875,19568400
2021-06-25,64.61000061035156,64.93000030517578,64.36000061035156,64.66000366210938,56.02779006958008,18438300
2021-06-28,64.55999755859375,64.55999755859375,62.75,63.0099983215332,54.59805679321289,20570000
2021-06-29,63.209999084472656,63.77000045776367,62.59000015258789,62.619998931884766,54.26011657714844,19579300
2021-06-30,62.70000076293945,63.22999954223633,62.45000076293945,63.08000183105469,54.65871047973633,17875500
2021-07-01,64.33000183105469,64.41999816894531,62.77000045776367,63.2599983215332,54.81467819213867,22530300
2021-07-02,63.0099983215332,63.31999969482422,62.41999816894531,63.16999816894531,54.736690521240234,14555300
2021-07-06,62.75,62.7599983215332,60.900001525878906,61.369998931884766,53.177001953125,22110800
2021-07-07,61.18000030517578,61.810001373291016,59.619998931884766,60.40999984741211,52.34516143798828,21671400
2021-07-08,59.45000076293945,60.709999084472656,59.310001373291016,60.13999938964844,52.1112060546875,18935900
2021-07-09,60.70000076293945,61.45000076293945,60.2400016784668,61.22999954223633,53.055694580078125,20086000
2021-07-12,60.41999816894531,61.5,60.15999984741211,61.16999816894531,53.003700256347656,21809400
2021-07-13,61.0,61.5099983215332,60.5099983215332,60.880001068115234,52.75241470336914,17147300
2021-07-14,61.16999816894531,61.72999954223633,59.36000061035156,59.529998779296875,51.582637786865234,21573600
2021-07-15,59.16999816894531,59.70000076293945,58.77000045776367,58.95000076293945,51.080078125,15851100
2021-07-16,59.18000030517578,59.2599983215332,57.150001525878906,57.31999969482422,49.66768264770508,27049500
2021-07-19,55.63999938964844,56.20000076293945,54.599998474121094,55.349998474121094,47.96067428588867,37969100
2021-07-20,55.5,56.599998474121094,55.029998779296875,55.959999084472656,48.48924255371094,26756100
2021-07-21,56.86000061035156,58.29999923706055,56.83000183105469,57.7599983215332,50.04893112182617,20908700
2021-07-22,57.72999954223633,57.7400016784668,56.65999984741211,57.11000061035156,49.4857177734375,13493800
2021-07-23,57.290000915527344,57.290000915527344,56.470001220703125,57.040000915527344,49.4250602722168,14088200
2021-07-26,57.15999984741211,58.650001525878906,57.0,58.47999954223633,50.67281723022461,18387600
2021-07-27,58.0099983215332,58.0099983215332,57.209999084472656,57.83000183105469,50.109596252441406,16861400
2021-07-28,58.0,58.630001068115234,57.619998931884766,58.220001220703125,50.447532653808594,16855300
2021-07-29,59.0,59.33000183105469,58.560001373291016,58.93000030517578,51.062747955322266,18607800
2021-07-30,58.880001068115234,58.880001068115234,57.31999969482422,57.56999969482422,49.884307861328125,28652800
2021-08-02,57.54999923706055,59.060001373291016,57.400001525878906,57.58000183105469,49.89297103881836,20873800
2021-08-03,57.56999969482422,58.40999984741211,56.93000030517578,58.20000076293945,50.43021011352539,18208200
2021-08-04,57.189998626708984,57.880001068115234,56.810001373291016,56.84000015258789,49.25175476074219,20868300
2021-08-05,57.130001068115234,57.70000076293945,56.83000183105469,57.20000076293945,49.56370162963867,15180200
2021-08-06,57.65999984741211,58.06999969482422,57.529998779296875,57.86000061035156,50.135589599609375,14888500
2021-08-09,57.130001068115234,57.52000045776367,56.83000183105469,57.20000076293945,49.56370162963867,17828200
2021-08-10,57.41999816894531,58.36000061035156,57.29999923706055,58.18000030517578,50.41286849975586,16340200
2021-08-11,58.189998626708984,58.5,57.720001220703125,58.349998474121094,50.56016540527344,18278600
2021-08-12,57.400001525878906,57.790000915527344,56.869998931884766,57.349998474121094,50.44581985473633,19225500
2021-08-13,57.029998779296875,57.06999969482422,56.29999923706055,56.77000045776367,49.935646057128906,20063000
2021-08-16,56.02000045776367,56.09000015258789,55.27000045776367,55.939998626708984,49.20557403564453,16959500
2021-08-17,55.5,56.29999923706055,55.0,55.560001373291016,48.87131881713867,16243700
2021-08-18,55.41999816894531,55.810001373291016,54.310001373291016,54.38999938964844,47.84217071533203,21890500
2021-08-19,53.470001220703125,53.709999084472656,52.099998474121094,52.72999954223633,46.382015228271484,30923500
2021-08-20,52.27000045776367,53.13999938964844,52.11000061035156,52.7400016784668,46.390804290771484,16918300
2021-08-23,53.95000076293945,55.060001373291016,53.95000076293945,54.90999984741211,48.29957580566406,21632600
2021-08-24,55.290000915527344,55.849998474121094,55.0099983215332,55.36000061035156,48.695396423339844,17915600
2021-08-25,55.2400016784668,55.77000045776367,54.869998931884766,55.459999084472656,48.78335952758789,13270300
2021-08-26,55.20000076293945,55.540000915527344,54.630001068115234,54.709999084472656,48.12364959716797,11842600
2021-08-27,55.400001525878906,56.209999084472656,55.400001525878906,55.77000045776367,49.056034088134766,15822500
2021-08-30,56.2400016784668,56.34000015258789,55.119998931884766,55.15999984741211,48.51947021484375,14086100
2021-08-31,54.93000030517578,55.310001373291016,54.459999084472656,54.52000045776367,47.956520080566406,27104100
2021-09-01,54.4900016784668,54.7599983215332,53.599998474121094,53.77000045776367,47.296810150146484,21644100
2021-09-02,54.290000915527344,55.63999938964844,54.27000045776367,55.08000183105469,48.44911193847656,23293300
2021-09-03,55.119998931884766,55.31999969482422,54.599998474121094,54.869998931884766,48.26438522338867,13840000
2021-09-07,54.66999816894531,55.27000045776367,54.470001220703125,54.54999923706055,47.98290252685547,14354400
2021-09-08,54.790000915527344,55.18000030517578,54.0099983215332,54.04999923706055,47.5431022644043,18756700
2021-09-09,53.619998931884766,55.0,53.29999923706055,54.09000015258789,47.57829284667969,19110800
2021-09-10,55.189998626708984,55.22999954223633,53.95000076293945,53.97999954223633,47.481529235839844,15123700
2021-09-13,54.650001525878906,55.93000030517578,54.619998931884766,55.369998931884766,48.70417785644531,22052300
2021-09-14,55.689998626708984,55.77000045776367,54.40999984741211,54.58000183105469,48.009300231933594,19940300
2021-09-15,55.369998931884766,56.529998779296875,55.310001373291016,56.41999816894531,49.62778091430664,23240900
2021-09-16,56.459999084472656,56.459999084472656,55.5,55.81999969482422,49.10001754760742,17907200
2021-09-17,55.34000015258789,56.75,55.099998474121094,55.15999984741211,48.51947021484375,30000400
2021-09-20,53.779998779296875,54.16999816894531,52.959999084472656,53.689998626708984,47.22643280029297,27555100
2021-09-21,54.369998931884766,54.5099983215332,53.25,53.63999938964844,47.182456970214844,19696800
2021-09-22,54.43000030517578,55.90999984741211,54.369998931884766,55.209999084472656,48.563453674316406,25690600
2021-09-23,55.41999816894531,57.2400016784668,55.279998779296875,57.08000183105469,50.208335876464844,23069400
2021-09-24,56.70000076293945,57.81999969482422,56.68000030517578,57.59000015258789,50.65692901611328,22328600
2021-09-27,58.849998474121094,59.79999923706055,58.81999969482422,59.29999923706055,52.16106414794922,32972200
2021-09-28,59.900001525878906,60.47999954223633,59.5099983215332,59.91999816894531,52.70642852783203,37619300
2021-09-29,59.84000015258789,60.189998626708984,59.04999923706055,59.880001068115234,52.671241760253906,23422800
2021-09-30,60.119998931884766,60.16999816894531,58.810001373291016,58.81999969482422,51.738853454589844,31289600
2021-10-01,59.40999984741211,60.9900016784668,59.40999984741211,60.93000030517578,53.59484100341797,24407300
2021-10-04,61.31999969482422,62.06999969482422,60.95000076293945,61.720001220703125,54.28974151611328,33946700
2021-10-05,62.52000045776367,62.70000076293945,61.02000045776367,61.619998931884766,54.2017707824707,29641600
2021-10-06,60.470001220703125,61.119998931884766,59.75,60.4900016784668,53.20781326293945,25284900
2021-10-07,60.61000061035156,61.08000183105469,60.13999938964844,60.65999984741211,53.35734558105469,19513600
2021-10-08,61.25,62.41999816894531,61.25,62.18000030517578,54.69436264038086,22186900
2021-10-11,63.029998779296875,63.060001373291016,61.5,61.560001373291016,54.14899826049805,22121500
2021-10-12,61.56999969482422,61.97999954223633,60.849998474121094,61.2400016784668,53.867523193359375,20198600
2021-10-13,60.779998779296875,61.38999938964844,60.209999084472656,61.06999969482422,53.717994689941406,14991700
2021-10-14,61.709999084472656,62.220001220703125,61.16999816894531,62.0,54.53602981567383,18594500
2021-10-15,62.72999954223633,63.06999969482422,62.439998626708984,62.59000015258789,55.05500411987305,16092600
2021-10-18,63.09000015258789,63.13999938964844,62.27000045776367,62.560001373291016,55.02861404418945,18282800
2021-10-19,62.869998931884766,63.61000061035156,62.66999816894531,63.5,55.855445861816406,18933200
2021-10-20,62.88999938964844,63.869998931884766,62.720001220703125,63.849998474121094,56.163307189941406,14305200
2021-10-21,63.470001220703125,63.63999938964844,62.349998474121094,62.689998626708984,55.1429557800293,16564600
2021-10-22,62.77000045776367,63.220001220703125,62.349998474121094,63.119998931884766,55.52119827270508,14266800
2021-10-25,63.720001220703125,64.41999816894531,63.58000183105469,64.3499984741211,56.603118896484375,17939800
2021-10-26,64.48999786376953,65.94000244140625,64.36000061035156,65.83999633789062,57.91374206542969,25585100
2021-10-27,65.16000366210938,65.25,63.97999954223633,64.12999725341797,56.409603118896484,21764500
2021-10-28,63.81999969482422,64.47000122070312,63.630001068115234,64.30999755859375,56.567928314208984,16626400
2021-10-29,65.05000305175781,65.36000061035156,64.33000183105469,64.47000122070312,56.70866775512695,23966300
2021-11-01,65.06999969482422,66.08000183105469,65.0199966430664,65.62999725341797,57.729026794433594,19656400
2021-11-02,65.02999877929688,65.44999694824219,64.66000366210938,64.81999969482422,57.01653289794922,16300000
2021-11-03,64.04000091552734,64.44999694824219,63.65999984741211,63.93000030517578,56.233680725097656,17372800
2021-11-04,64.68000030517578,64.88999938964844,63.83000183105469,64.41000366210938,56.65590286254883,17720100
2021-11-05,65.05000305175781,65.33000183105469,64.55999755859375,65.0199966430664,57.19245910644531,18565100
2021-11-08,65.55000305175781,66.37999725341797,65.37999725341797,65.72000122070312,57.808189392089844,17696000
2021-11-09,65.7699966430664,66.37000274658203,65.30999755859375,66.36000061035156,58.37113571166992,18781300
2021-11-10,65.31999969482422,65.6500015258789,63.77000045776367,64.19000244140625,57.221195220947266,20177200
2021-11-11,64.19000244140625,64.83000183105469,64.0199966430664,64.30999755859375,57.32816696166992,13319300
2021-11-12,63.959999084472656,64.37000274658203,63.58000183105469,63.81999969482422,56.891361236572266,18158900
2021-11-15,63.7599983215332,64.7699966430664,63.220001220703125,64.37000274658203,57.381649017333984,18849200
2021-11-16,64.33999633789062,65.37000274658203,64.33999633789062,65.0199966430664,57.961082458496094,17028700
2021-11-17,64.37999725341797,65.23999786376953,64.18000030517578,64.30999755859375,57.32816696166992,15497000
2021-11-18,64.16000366210938,64.52999877929688,63.11000061035156,63.61000061035156,56.70416259765625,16948200
2021-11-19,61.88999938964844,62.029998779296875,60.40999984741211,60.66999816894531,54.08333969116211,32035500
2021-11-22,60.31999969482422,62.540000915527344,60.31999969482422,61.5099983215332,54.83214569091797,21994400
2021-11-23,62.189998626708984,63.380001068115234,61.91999816894531,63.130001068115234,56.276275634765625,21185900
2021-11-24,62.58000183105469,63.849998474121094,62.58000183105469,63.47999954223633,56.58827209472656,15869700
2021-11-26,60.52000045776367,61.41999816894531,59.540000915527344,61.25,54.600364685058594,24979600
2021-11-29,62.56999969482422,63.13999938964844,61.290000915527344,61.59000015258789,54.90346145629883,18946400
2021-11-30,60.459999084472656,61.189998626708984,59.65999984741211,59.84000015258789,53.343448638916016,34979800
2021-12-01,60.900001525878906,62.029998779296875,59.75,59.790000915527344,53.29887771606445,30630600
