Date,Close,High,Low,Open,Volume
,^XU100,^XU100,^XU100,^XU100,^XU100
2021-01-04,1495.4000244140625,1500.0,1478.699951171875,1482.199951171875,5172334300
2021-01-05,1489.5999755859375,1506.9000244140625,1474.800048828125,1492.199951171875,6659180300
2021-01-06,1505.4000244140625,1509.5,1497.0999755859375,1501.5999755859375,5330873300
2021-01-07,1522.199951171875,1522.699951171875,1505.699951171875,1511.5999755859375,6175892400
2021-01-08,1540.5999755859375,1542.800048828125,1519.800048828125,1526.5,5500828100
2021-01-11,1536.199951171875,1557.5,1522.300048828125,1540.0,5408869300
2021-01-12,1549.5,1556.4000244140625,1537.4000244140625,1549.0,5168557400
2021-01-13,1559.300048828125,1567.9000244140625,1545.300048828125,1559.800048828125,4878475300
2021-01-14,1546.5999755859375,1568.0999755859375,1542.199951171875,1567.0999755859375,4811686600
2021-01-15,1524.5,1547.800048828125,1516.0999755859375,1536.800048828125,4762625400
2021-01-19,1565.0,1578.300048828125,1561.0,1569.5999755859375,4837702100
2021-01-20,1569.4000244140625,1574.300048828125,1552.0999755859375,1573.4000244140625,4559421500
2021-01-21,1551.5999755859375,1582.0,1551.5999755859375,1578.0,5612415500
2021-01-22,1542.5,1555.5999755859375,1525.9000244140625,1551.5,4687438600
2021-01-25,1540.199951171875,1560.0999755859375,1537.0,1556.5999755859375,4811784700
2021-01-26,1536.0999755859375,1548.5999755859375,1516.800048828125,1538.0,5298756700
2021-01-27,1467.0,1541.0,1467.0,1536.0999755859375,5789300600
2021-01-28,1498.300048828125,1498.4000244140625,1431.300048828125,1453.4000244140625,5830526400
2021-01-29,1473.5,1495.5,1469.5999755859375,1485.199951171875,4511590500
2021-02-01,1492.5,1500.9000244140625,1471.5,1484.9000244140625,3818595500
2021-02-02,1511.4000244140625,1517.5,1500.0,1505.0999755859375,4768154900
2021-02-03,1533.5999755859375,1533.5999755859375,1509.199951171875,1520.699951171875,5128373800
2021-02-04,1534.9000244140625,1544.5999755859375,1530.800048828125,1537.699951171875,4217777700
2021-02-05,1527.199951171875,1549.5,1527.199951171875,1544.800048828125,3818195700
2021-02-08,1534.9000244140625,1542.4000244140625,1519.0,1540.199951171875,6523204300
2021-02-09,1544.0999755859375,1551.800048828125,1535.5999755859375,1538.5,5427787600
