Date,Dividends
2021-03-10 00:00:00-05:00,1.65
2021-06-02 00:00:00-04:00,1.65
2021-09-01 00:00:00-04:00,1.65
2021-12-01 00:00:00-05:00,1.65
2022-03-09 00:00:00-05:00,1.9
2022-06-01 00:00:00-04:00,1.9
2022-08-31 00:00:00-04:00,1.9
2022-11-30 00:00:00-05:00,1.9
2023-03-08 00:00:00-05:00,2.09
2023-05-31 00:00:00-04:00,2.09
2023-08-30 00:00:00-04:00,2.09
2023-11-29 00:00:00-05:00,2.09
