Date,Dividends
2021-01-06 00:00:00-05:00,0.24
2021-04-07 00:00:00-04:00,0.32
2021-07-14 00:00:00-04:00,0.32
2021-10-08 00:00:00-04:00,0.32
2022-01-06 00:00:00-05:00,0.32
2022-04-07 00:00:00-04:00,0.32
2022-07-11 00:00:00-04:00,0.32
2022-10-11 00:00:00-04:00,0.32
2023-01-09 00:00:00-05:00,0.32
2023-04-10 00:00:00-04:00,0.4
2023-07-11 00:00:00-04:00,0.4
2023-10-11 00:00:00-04:00,0.4
