Date,Close,High,Low,Open,Volume
2020-08-04,73.31449127197266,74.3002797145422,72.85319570585015,73.98180262852239,37212000.0
2020-08-05,73.60260772705078,74.14551382781045,73.21097880454894,73.4896528857235,29134000.0
2020-08-06,74.88945007324219,74.9551379108816,73.24481674977106,73.45630713721422,33306000.0
2020-08-07,74.56202697753906,75.64285813461413,73.95990233635366,75.09298915592936,27718000.0
2020-08-10,74.4848861694336,74.99892327445139,73.5229781582979,74.18531593243594,20546000.0
2020-08-11,73.67477416992188,75.16266357651878,73.55783294038726,74.34456852083929,31098000.0
2020-08-12,75.00341033935547,75.22386058442733,73.8967019688904,74.00220039154834,22512000.0
2020-08-13,75.47167205810547,76.48284418729223,75.05168292534601,75.05168292534601,22388000.0
2020-08-14,74.87354278564453,75.62793939616182,74.59338041774163,75.32040392648128,21942000.0
2020-08-17,75.4512710571289,75.82648373152185,74.891948664715,75.43783887619192,19990000.0
2020-08-18,77.41886138916016,77.4979814068608,75.72147884435643,75.9429161837234,28378000.0
2020-08-19,76.86302185058594,78.06975406339483,76.63361934240044,77.25514432932671,30472000.0
2020-08-20,78.43749237060547,78.63255890802547,76.357934257102,76.6321208147601,26382000.0
2020-08-21,78.4036636352539,79.21528172540805,77.74381628283706,78.21605349977197,34838000.0
2020-08-24,78.88037872314453,80.05626022081937,78.37728319040286,79.2446345587043,25638000.0
2020-08-25,79.91045379638672,80.06122982776336,78.51860203471604,78.62907393281236,25150000.0
2020-08-26,81.81533813476562,82.2462840692637,79.66811043713714,79.93284358851191,52188000.0
2020-08-27,81.03855895996094,82.00742232920561,80.55536494935534,81.93875040400734,31350000.0
2020-08-28,81.58145904541016,81.67700292551035,80.89375267803553,81.08583513332398,22418000.0
2020-08-31,81.08882141113281,81.8337569351286,80.87982154060386,81.78747703645925,26422000.0
2020-09-01,82.36023712158203,82.56625290159603,81.08881937616468,81.21969391487622,22652000.0
2020-09-02,85.4609146118164,85.89434350737906,82.61452246781315,83.00366085589854,49522000.0
2020-09-03,81.08782196044922,84.59554953635386,80.00300449445753,84.57166166881079,63726000.0
2020-09-04,78.68431854248047,81.36051923220332,76.53260313427657,80.06720294777561,55850000.0
2020-09-07,,,,,
2020-09-08,75.8175277709961,77.40742274788263,75.46421355774739,75.88719439983616,54032000.0
2020-09-09,76.99340057373047,77.56516041610428,75.89564445564935,77.07649937472567,39242000.0
2020-09-10,75.9394302368164,78.30860397286067,75.63837173852811,77.14019418699958,33024000.0
2020-09-11,75.42738342285156,76.56892127073058,74.29579252540272,76.04393489459162,30706000.0
2020-09-14,75.08252716064453,77.47956754747086,74.89741517443528,76.21809682607592,42660000.0
2020-09-15,76.39077758789062,77.18050476355,75.7428817865187,76.03100168037477,23042000.0
2020-09-16,75.24475860595703,77.34869819515173,75.21987604229885,76.75702925240749,22128000.0
2020-09-17,73.99821472167969,74.5764514754621,72.77506627110589,73.93700680508756,40008000.0
2020-09-18,72.20927429199219,74.40428561995024,71.24041080982535,74.06092595393991,63056000.0
2020-09-21,71.16676330566406,71.66039786094642,69.80029514123461,71.2404087126211,56908000.0
2020-09-22,72.6436996459961,72.85021659464078,71.1349140632164,72.17096125693553,33950000.0
2020-09-23,70.13419342041016,72.30830088742725,69.80029475994638,72.25903690168364,37726000.0
2020-09-24,70.80448150634766,71.5573821324961,69.7739091004015,69.80028750186223,34552000.0
2020-09-25,71.61064147949219,71.95299885267112,70.04910673612386,70.91347406076004,30326000.0
2020-09-28,72.58596801757812,73.29905809078035,71.96991766342995,73.2493005572153,30784000.0
2020-09-29,72.95222473144531,73.24979803297072,72.35407885679199,72.84722744607932,31816000.0
2020-09-30,72.93132019042969,73.95641806188155,72.4416644288499,72.69942714285969,40924000.0
2020-10-01,74.04100799560547,74.39780739351073,73.48864851059548,73.8300187453481,32884000.0
2020-10-02,72.4336929321289,73.59961978967594,72.02315723124129,72.63423408285196,31222000.0
2020-10-05,73.7887191772461,73.88177252003113,72.65712826562542,72.78451757055439,21602000.0
2020-10-06,72.2057876586914,73.87281305634009,71.90671854148451,73.42396260503759,26096000.0
2020-10-07,72.60986328125,73.09902552050082,71.32052571219367,72.61832198688667,36108000.0
2020-10-08,73.8185806274414,74.04748199645591,72.9238561559873,72.9238561559873,26076000.0
2020-10-09,75.16314697265625,75.23281359404584,73.99622536956137,74.28783048431298,32966000.0
2020-10-12,77.85726928710938,79.04309772139084,76.10116164428408,76.53409699657146,55344000.0
2020-10-13,77.98067474365234,78.88087376061287,77.56068564132751,78.4753115330063,39072000.0
2020-10-14,77.80004119873047,78.81568566560401,76.92721520969711,78.35539239500633,33174000.0
2020-10-15,77.40343475341797,78.1961459815944,76.6898511386174,76.85754457892119,31210000.0
2020-10-16,78.01203155517578,78.51014601215543,77.51242125898598,77.71992528911265,34194000.0
2020-10-19,76.13350677490234,78.8196694818718,75.78368541921667,78.42157124529685,29734000.0
2020-10-20,77.18497467041016,78.31756019656119,75.663250798659,75.79313062853842,41670000.0
2020-10-21,78.92217254638672,80.37274164690493,77.98415993197221,78.11901324505759,60322000.0
2020-10-22,79.95075988769531,80.28714906559912,78.49870246258452,78.87291283355273,30512000.0
2020-10-23,81.260498046875,81.31722603857406,80.21200591278787,80.36826415682147,30548000.0
2020-10-26,78.83757781982422,81.0912986260321,78.01600527143772,80.36577109765061,35826000.0
2020-10-27,79.56361389160156,79.7188698570278,78.47432400613587,79.0684835060431,25902000.0
2020-10-28,75.1805648803711,77.32082977436303,75.06511950680083,77.13173899969712,45174000.0
2020-10-29,77.4736099243164,79.05902493913851,75.46670232352432,75.49008904960587,55406000.0
2020-10-30,80.4209976196289,83.66598875896581,79.69745953197871,82.9752907916767,99878000.0
2020-11-02,80.82955932617188,82.51748852460163,80.32795206574907,80.79074343910868,44228000.0
2020-11-03,81.8914794921875,82.55530560123552,80.22196347188766,81.15002919883526,31432000.0
2020-11-04,86.87714385986328,88.0803907719347,84.74483658674652,84.87322058577031,71342000.0
2020-11-05,87.70568084716797,89.16470868146271,86.63728722934314,88.10128853896713,39758000.0
2020-11-06,87.5678482055664,88.00426119806104,86.42082805664543,87.15034201344257,28622000.0
2020-11-09,87.65193176269531,90.41223318661586,87.45935577208806,89.37171387138581,53440000.0
2020-11-10,86.47257995605469,87.55042699948584,85.39771699789287,86.07697225473657,43022000.0
2020-11-11,86.9458236694336,87.72558872689356,86.73831204017266,87.00403991084542,31838000.0
2020-11-12,86.72636413574219,87.82909374585917,86.4850176966425,86.68555885766379,26474000.0
2020-11-13,88.19136047363281,88.43370160863206,86.38599646743025,86.98413472311488,29744000.0
2020-11-16,88.27944946289062,89.29012052958568,87.64746872938828,87.78730313229319,25468000.0
2020-11-17,87.66387939453125,88.43419857564439,87.55589803351981,87.97240190775933,21314000.0
2020-11-18,86.61788177490234,87.83008859204216,86.51487388443644,87.41407824980085,20108000.0
2020-11-19,87.51011657714844,87.75494824854572,86.0894110233465,86.24914690819902,20106000.0
2020-11-20,86.40589904785156,87.99728973201321,86.33722711990116,87.68080204637623,27694000.0
2020-11-23,85.96699523925781,86.88411171935121,85.10213442110361,86.59698652310462,22530000.0
2020-11-24,87.77535247802734,87.90373648667953,85.6271223299394,85.96401265971706,27984000.0
2020-11-25,87.78679656982422,88.09780964483882,87.00205044426856,87.96992677839849,19600000.0
2020-11-26,,,,,
2020-11-27,88.92584991455078,89.42297727421509,87.80719756064533,87.80719756064533,14790000.0
