Date,Close,High,Low,Open,Volume,Adj Close
,MSFT,MSFT,MSFT,MSFT,MSFT,
2021-01-04,210.0020294189453,215.12449830133912,207.22373522378638,214.67109571477062,37130100,210.0020294189453
2021-01-05,210.20460510253906,210.80271909929093,208.08230357575826,209.5872080271136,23823000,210.20460510253906
2021-01-06,204.75413513183594,208.84439971467242,204.45508551109228,204.6769586619817,35930700,204.75413513183594
2021-01-07,210.58082580566406,211.59374676648795,206.1625868380979,206.48091954701593,27694500,210.58082580566406
2021-01-08,211.86380004882812,212.78990274892044,209.36527314573235,210.9569951416281,22956200,211.86380004882812
2021-01-11,209.80906677246094,211.1789158833176,209.07589772728036,210.75445269292996,23031300,209.80906677246094
2021-01-12,207.33949279785156,209.4328697056975,205.78636593059068,208.85405350778225,23249300,207.33949279785156
2021-01-13,208.69970703125,209.10487249439277,206.37481534806392,206.46164808437925,20087100,208.69970703125
2021-01-14,205.49693298339844,209.78013111431568,205.22682271567444,208.28486838376134,29480800,205.49693298339844
2021-01-15,205.1400146484375,206.93432719678094,204.54191537229212,205.97929960679494,31746500,205.1400146484375
2021-01-19,208.7961883544922,209.31711119042717,205.1207450034432,206.20118627495768,30480900,208.7961883544922
2021-01-20,216.41714477539062,217.81593324197758,209.61612152485435,210.01164538751647,37777300,216.41714477539062
2021-01-21,217.02490234375,218.30793348539314,214.5649558607472,216.76443361216235,30709400,217.02490234375
2021-01-22,217.9702911376953,221.9447982112566,217.82559446264705,219.06038848941193,30172700,217.9702911376953
2021-01-25,221.42388916015625,221.66506012946064,216.3014201273162,221.02836523771916,33152100,221.42388916015625
2021-01-26,224.125,225.90965628548417,221.95446134366796,223.67159741419584,49169600,224.125
2021-01-27,224.6748504638672,231.94857453738325,222.01232848295177,229.59474371719836,69870600,224.6748504638672
2021-01-28,230.49188232421875,234.07086552904022,226.787500240888,227.28913991464296,49111200,230.49188232421875
2021-01-29,223.76806640625,229.61404802749493,223.17960868451274,227.65574104136587,42503100,223.76806640625
2021-02-01,231.1864471435547,233.93580162796925,224.22142952161613,226.7585524104665,33314200,231.1864471435547
2021-02-02,231.05140686035156,233.75252438846982,230.26037381506274,232.77819906978667,25916300,231.05140686035156
2021-02-03,234.41812133789062,236.43430658534493,230.81019927410088,231.10926356316074,27158100,234.41812133789062
2021-02-04,233.463134765625,234.64970650721565,231.88105383007826,234.09018810416885,25296100,233.463134765625
2021-02-05,233.64642333984375,234.6882836544842,231.9292872805032,233.6753626774804,18054800,233.64642333984375
2021-02-08,233.90689086914062,235.074150067436,232.30551216876293,234.56286881199966,22211900,233.90689086914062
2021-02-09,235.16098022460938,236.1160077909551,232.855386470844,233.32807212451993,23565000,235.16098022460938
2021-02-10,234.24453735351562,237.23504842887988,232.38268988590397,236.34754106148685,22186700,234.24453735351562
2021-02-11,235.85552978515625,236.49220985804178,233.59815867616126,236.13528158931294,15751100,235.85552978515625
2021-02-12,236.33787536621094,236.63692497119087,234.15768068749534,235.31529823447488,16561100,236.33787536621094
2021-02-16,235.09344482421875,237.4376341694884,234.3409926195413,236.37647607576025,26728500,235.09344482421875
2021-02-17,236.11831665039062,236.22467684396685,232.96621007846971,233.33363888424336,21653500,236.11831665039062
2021-02-18,235.72189331054688,235.85725949496413,232.88886718174032,233.7977607430308,16925600,235.72189331054688
2021-02-19,232.99522399902344,235.78958035764524,232.2313603771918,235.68322016044618,25262600,232.99522399902344
2021-02-22,226.7490234375,230.05583876789643,224.708852062903,229.56272223089456,36446900,226.7490234375
2021-02-23,225.5500946044922,227.05846512140025,221.16033450650593,222.70738951317625,30228700,225.5500946044922
