Date,Close,High,Low,Open,Volume,Adj Close
,CSCO,CSCO,CSCO,CSCO,CSCO,
2021-01-04,38.70157241821289,39.06252872204686,38.16453913139888,39.00970797802523,24392500,38.70157241821289
2021-01-05,38.719173431396484,38.798407891450445,38.19094593662906,38.455059684012774,17763700,38.719173431396484
2021-01-06,39.08893966674805,39.50271668511556,38.63994322422752,38.851236260423455,21823100,39.08893966674805
2021-01-07,39.58195877075195,39.714017363585405,38.886456450822884,38.91287018442329,18218800,39.58195877075195
2021-01-08,39.66999816894531,39.97813040162091,38.95688782682392,39.159375202352095,20936300,39.66999816894531
2021-01-11,39.93410873413086,40.45353399712836,39.63477886463418,39.74922940960357,25058200,39.93410873413086
2021-01-12,40.31267166137695,40.43592454005896,39.58195336863494,39.88128322760085,20145000,40.31267166137695
2021-01-13,39.93410873413086,40.47114203161512,39.77563978213914,39.87248229262176,19367300,39.93410873413086
2021-01-14,39.74922561645508,40.145394600239996,39.48510848274665,39.50271651555313,22333500,39.74922561645508
2021-01-15,39.9957389831543,40.189424022557986,39.51152974303458,39.58195852929715,30271700,39.9957389831543
2021-01-19,39.78443908691406,40.17180909931044,39.414680466050896,39.90769531892404,28868800,39.78443908691406
2021-01-20,39.91650390625,40.057364835070715,39.74042690562674,39.907701567494094,16499400,39.91650390625
2021-01-21,39.71400833129883,39.828458861832,39.37066009808809,39.793242797300444,17488400,39.71400833129883
2021-01-22,39.414676666259766,39.5203214965518,38.939269892362724,39.397068634812996,14643400,39.414676666259766
2021-01-25,39.643577575683594,39.766830447425356,39.36185576644847,39.652383271315934,16581300,39.643577575683594
2021-01-26,39.8460578918457,39.92529234662442,39.414672916796945,39.52031773703913,13087800,39.8460578918457
2021-01-27,40.233436584472656,40.90252506944503,39.687600976332895,39.82846188676861,29634500,40.233436584472656
2021-01-28,39.91650390625,40.735259104517105,39.881287834447456,40.41832117507314,21166000,39.91650390625
2021-01-29,39.247413635253906,39.94291255210974,39.15937345955808,39.485113713659366,22608100,39.247413635253906
2021-02-01,39.96931838989258,40.171805716416856,39.31783465197168,39.54673234679388,16776900,39.96931838989258
2021-02-02,40.3478889465332,40.444728098141674,39.99573497533982,40.07496945093887,16520900,40.3478889465332
2021-02-03,40.29506301879883,40.63841127805171,40.09257566996736,40.27745498519752,13173600,40.29506301879883
2021-02-04,41.5980339050293,41.65966035325447,40.29506943651343,40.38310626015238,22285700,41.5980339050293
2021-02-05,42.3287467956543,42.55764452236706,41.81812388149558,41.879750321702446,25488600,42.3287467956543
2021-02-08,43.08586883544922,43.43802277418253,42.751326287880325,42.751326287880325,25215400,43.08586883544922
2021-02-09,42.69850158691406,42.98902908602691,42.61926711973681,42.93620498844581,24795000,42.69850158691406
2021-02-10,41.5892219543457,41.73888519162119,40.347884220940294,40.62960602154374,44540900,41.5892219543457
2021-02-11,41.888545989990234,42.17907008735946,41.55400013867836,41.68605532534136,18589900,41.888545989990234
2021-02-12,41.633243560791016,41.9853941594584,41.29869763742632,41.756496438244056,15239800,41.633243560791016
2021-02-16,40.94654083251953,41.60682693728535,40.8497016915338,41.60682693728535,18539000,40.94654083251953
2021-02-17,40.717647552490234,40.84970613115127,40.38310161603432,40.77927399362827,13296300,40.717647552490234
2021-02-18,40.7968864440918,40.849710552952025,40.22463701913604,40.840904855613886,16867500,40.7968864440918
2021-02-19,40.21582794189453,41.034583020900534,40.1277911336012,40.972956583417414,25117700,40.21582794189453
2021-02-22,39.9957389831543,40.21583439760776,39.45870563454553,39.87248608840268,21435800,39.9957389831543
2021-02-23,40.06615447998047,40.30385785175375,39.70519825433698,39.846059138529846,19714900,40.06615447998047
2021-02-24,40.26865768432617,40.3214784333478,39.65238986475488,39.82846686440231,17823600,40.26865768432617
2021-02-25,40.07496643066406,40.70884218768405,39.82846068444025,40.13659286722002,21916700,40.07496643066406
2021-02-26,39.502716064453125,40.30386307686082,39.40587356431777,40.12778946758436,22144900,39.502716064453125
2021-03-01,40.42711639404297,40.69123352765782,39.810852037978606,39.810852037978606,17394100,40.42711639404297
2021-03-02,40.07496643066406,40.56798128150059,39.98692626530634,40.43592271265846,14833000,40.07496643066406
2021-03-03,39.73161697387695,40.083767549435535,39.617166441585724,39.99573074514309,16851100,39.73161697387695
2021-03-04,39.22979736328125,40.03094432276029,38.868841114689346,39.74041684154825,24653500,39.22979736328125
2021-03-05,40.717647552490234,41.14903599884568,39.85487401816849,40.01334296920607,33197600,40.717647552490234
2021-03-08,41.826927185058594,42.610469608501795,40.67362947022641,40.70884553926886,34824500,41.826927185058594
2021-03-09,42.16147994995117,42.58406277170742,42.011816669874676,42.09985349834441,26512700,42.16147994995117
2021-03-10,42.51362991333008,42.953820730345164,42.425589734893414,42.67209887612666,19841500,42.51362991333008
2021-03-11,42.962623596191406,43.20913274044958,42.46080632730753,42.70731211317626,21976600,42.962623596191406
2021-03-12,42.980228424072266,43.129895038885415,42.67209621473519,42.97142608597229,15196500,42.980228424072266
2021-03-15,43.4996452331543,43.52605560070887,43.05065219278374,43.05065219278374,15523600,43.4996452331543
2021-03-16,43.72854232788086,43.79017211531911,43.305959660801804,43.305959660801804,17282300,43.72854232788086
2021-03-17,43.508453369140625,43.67572800831982,43.041852235407084,43.67572800831982,18326900,43.508453369140625
2021-03-18,42.962623596191406,43.64051786571985,42.71611781032268,42.71611781032268,18416900,42.962623596191406
2021-03-19,43.12108612060547,43.332379161499276,42.540034456133675,42.88338270899579,65366800,43.12108612060547
2021-03-22,44.28318786621094,44.353619996786904,43.08586851353018,43.08586851353018,28813900,44.28318786621094
2021-03-23,44.02788162231445,44.61773903108445,43.931042468936276,44.03668731886925,28328200,44.02788162231445
2021-03-24,43.71094512939453,44.415249694954,43.68453139929356,43.96625322551735,26444700,43.71094512939453
2021-03-25,44.46807098388672,45.251613390972075,44.27438932497506,44.529700782618974,34537700,44.46807098388672
2021-03-26,46.28165054321289,46.34327697335923,44.51208538343217,44.54729808752396,31997000,46.28165054321289
2021-03-29,46.237640380859375,46.607399027604444,46.026347326727084,46.13199553298781,25032800,46.237640380859375
2021-03-30,45.57735061645508,46.035149399044386,45.05792539759307,45.87668046051775,22465100,45.57735061645508
2021-03-31,45.52452850341797,45.82385836053842,45.383667591737115,45.63017670597039,22212400,45.52452850341797
2021-04-01,45.76222610473633,45.84146056738462,45.207584866198246,45.55973877983259,17896200,45.76222610473633
2021-04-05,46.471588134765625,46.9238001556913,45.77996855600895,45.77996855600895,19860900,46.471588134765625
2021-04-06,46.1346321105957,46.303105932238005,45.91295887787908,46.09029814054539,15126100,46.1346321105957
2021-04-07,45.90409851074219,46.23217398433552,45.735628052943554,46.11690294349147,15783600,45.90409851074219
2021-04-08,46.02823257446289,46.10803507816602,45.620354614409244,46.05483228154217,15111300,46.02823257446289
2021-04-09,46.18784713745117,46.2410499450819,45.82430307480621,45.95730840265002,13135800,46.18784713745117
2021-04-12,45.72676086425781,46.24990990530715,45.63809291118461,46.170107394555025,16441700,45.72676086425781
2021-04-13,45.80656814575195,46.00164172178858,45.522826607407374,45.78883387679717,13353200,45.80656814575195
2021-04-14,45.54941177368164,45.824287781001836,45.34547281952725,45.673548234256934,15376600,45.54941177368164
2021-04-15,45.7888298034668,46.05483704919285,45.54942226757366,45.89523202526409,17869800,45.7888298034668
2021-04-16,46.81739807128906,47.15434241845826,46.33858295412218,46.507056818939766,28327900,46.81739807128906
