Date,Dividends
2021-01-13 00:00:00-05:00,0.88
2021-04-14 00:00:00-04:00,0.88
2021-07-14 00:00:00-04:00,0.88
2021-10-13 00:00:00-04:00,0.97
2022-01-12 00:00:00-05:00,0.97
2022-04-13 00:00:00-04:00,0.97
2022-07-13 00:00:00-04:00,0.97
2022-10-12 00:00:00-04:00,1.12
2023-01-11 00:00:00-05:00,1.12
2023-04-12 00:00:00-04:00,1.12
2023-07-12 00:00:00-04:00,1.12
2023-10-11 00:00:00-04:00,1.29
