Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-04 00:00:00-05:00,16.190681488616104,16.245770860816744,15.986851228827994,16.218225479125977,86700816,0.0,0.0
2021-01-05 00:00:00-05:00,16.25128514522563,16.38900792427299,16.08050789755634,16.119070053100586,83054520,0.0,0.0
2021-01-06 00:00:00-05:00,16.20170393804249,16.526728398744055,16.179667626845767,16.433076858520508,73455520,0.0,0.0
2021-01-07 00:00:00-05:00,16.53774269178937,16.576304836195803,16.350439655088746,16.477144241333008,71265359,0.0,0.0
2021-01-08 00:00:00-05:00,16.431179016396623,16.47064971383437,16.211270031267365,16.363513946533203,72471656,0.52,0.0
2021-01-11 00:00:00-05:00,16.20563195475994,16.363514752285187,16.171798706183154,16.278934478759766,40833484,0.0,0.0
2021-01-12 00:00:00-05:00,16.278934937153085,16.278934937153085,16.075942559767736,16.211271286010742,57515222,0.0,0.0
2021-01-13 00:00:00-05:00,16.233824931428718,16.23946380620083,16.053386634554258,16.132328033447266,51383116,0.0,0.0
2021-01-14 00:00:00-05:00,16.154881955875666,16.78641593330077,16.087216889172478,16.515758514404297,84548919,0.0,0.0
2021-01-15 00:00:00-05:00,16.324042453553815,16.515758480872446,16.250739936735815,16.44809341430664,53824704,0.0,0.0
2021-01-19 00:00:00-05:00,16.51012429456633,16.566511628722168,16.295854133524397,16.324047088623047,53971536,0.0,0.0
2021-01-20 00:00:00-05:00,16.352235469462467,16.357874343696526,16.205630435209507,16.329681396484375,43086270,0.0,0.0
2021-01-21 00:00:00-05:00,16.301487745736008,16.397345764035038,16.222546350886763,16.256378173828125,37102320,0.0,0.0
2021-01-22 00:00:00-05:00,16.245101477125406,16.380430189752683,16.109772764498132,16.31276512145996,45975370,0.0,0.0
2021-01-25 00:00:00-05:00,16.216909740322546,16.453735381889906,16.0646658038537,16.414264678955078,68733209,0.0,0.0
2021-01-26 00:00:00-05:00,16.408623880417654,16.825887785898352,16.391708680547314,16.7751407623291,66887024,0.0,0.0
2021-01-27 00:00:00-05:00,16.37479552724022,17.028885185159428,16.329685944761604,16.431182861328125,97381127,0.0,0.0
2021-01-28 00:00:00-05:00,16.369149808873903,16.758220685088318,16.228182244560067,16.239459991455078,69698670,0.0,0.0
2021-01-29 00:00:00-05:00,16.228188379030907,16.374794872211453,16.10977626374574,16.14360809326172,66272688,0.0,0.0
2021-02-01 00:00:00-05:00,16.318402165783787,16.34095766067126,15.974442260413891,16.15488052368164,56774709,0.0,0.0
2021-02-02 00:00:00-05:00,16.22818223694541,16.250737730724854,16.00263441894069,16.092853546142578,56673026,0.0,0.0
2021-02-03 00:00:00-05:00,16.075942993164062,16.18307734768743,16.042109742722456,16.075942993164062,53468813,0.0,0.0
2021-02-04 00:00:00-05:00,16.08157618983309,16.29020881652832,16.053383245881992,16.29020881652832,42001782,0.0,0.0
2021-02-05 00:00:00-05:00,16.340959493231164,16.391707938461167,16.27329442493844,16.31276512145996,36503739,0.0,0.0
2021-02-08 00:00:00-05:00,16.335318339865466,16.34659466304257,16.13796346083355,16.222543716430664,42459356,0.0,0.0
2021-02-09 00:00:00-05:00,16.160521654042963,16.228185300237847,16.104134332908416,16.13796615600586,43411312,0.0,0.0
