Date,Dividends
2021-01-29 00:00:00-05:00,1.02
2021-04-30 00:00:00-04:00,1.02
2021-07-23 00:00:00-04:00,1.02
2021-10-29 00:00:00-04:00,1.15
2022-01-28 00:00:00-05:00,1.15
2022-05-06 00:00:00-04:00,1.15
2022-07-29 00:00:00-04:00,1.15
2022-10-28 00:00:00-04:00,1.24
2023-01-30 00:00:00-05:00,1.24
2023-05-05 00:00:00-04:00,1.24
2023-07-28 00:00:00-04:00,1.24
2023-10-30 00:00:00-04:00,1.3
