Date,Dividends
2021-01-14 00:00:00-05:00,1.3
2021-04-14 00:00:00-04:00,1.3
2021-07-14 00:00:00-04:00,1.3
2021-10-14 00:00:00-04:00,1.3
2022-01-13 00:00:00-05:00,1.41
2022-04-13 00:00:00-04:00,1.41
2022-07-14 00:00:00-04:00,1.41
2022-10-13 00:00:00-04:00,1.41
2023-01-12 00:00:00-05:00,1.48
2023-04-13 00:00:00-04:00,1.48
2023-07-13 00:00:00-04:00,1.48
2023-10-12 00:00:00-04:00,1.48
