Date,Dividends
2021-03-04 00:00:00-05:00,0.18
2021-06-03 00:00:00-04:00,0.18
2021-09-02 00:00:00-04:00,0.21
2021-12-02 00:00:00-05:00,0.21
2022-03-03 00:00:00-05:00,0.21
2022-06-02 00:00:00-04:00,0.21
2022-09-01 00:00:00-04:00,0.22
2022-12-01 00:00:00-05:00,0.22
2023-03-02 00:00:00-05:00,0.22
2023-06-01 00:00:00-04:00,0.22
2023-08-31 00:00:00-04:00,0.24
2023-11-30 00:00:00-05:00,0.24
