Date,Dividends
2021-03-12 00:00:00-05:00,0.620229
2021-06-14 00:00:00-04:00,0.65
2021-09-14 00:00:00-04:00,0.65
2021-12-14 00:00:00-05:00,0.69
2022-03-14 00:00:00-04:00,0.69
2022-06-14 00:00:00-04:00,0.69
2022-09-14 00:00:00-04:00,0.69
2022-12-14 00:00:00-05:00,0.73
2023-03-14 00:00:00-04:00,0.73
2023-06-14 00:00:00-04:00,0.73
2023-09-14 00:00:00-04:00,0.73
2023-12-14 00:00:00-05:00,0.77
